class,credit_amount,log_credit_amount,checking_status,duration,credit_history,purpose,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,age_bin,duration_bin,is_rent
2,1237.0,7.121252453244542,0<=X<200,8,existing paid,furniture/equipment,<100,1<=X<4,3,female div/dep/mar,none,4,real estate,24,none,own,1,skilled,1,none,yes,18-25,<=12,0
1,276.0,5.6240175061873385,0<=X<200,9,existing paid,new car,<100,1<=X<4,4,male mar/wid,none,4,real estate,22,none,rent,1,unskilled resident,1,none,yes,18-25,<=12,1
1,5381.0,8.590815331286851,0<=X<200,48,existing paid,other,no known savings,unemployed,3,male single,none,4,no known property,40,bank,for free,1,unemp/unskilled non res,1,yes,yes,36-45,37-60,0
1,5511.0,8.614682812693495,no checking,24,existing paid,furniture/equipment,100<=X<500,1<=X<4,4,male single,none,1,car,25,stores,own,1,skilled,1,none,yes,18-25,13-24,0
1,3749.0,8.229511118964457,>=200,24,existing paid,furniture/equipment,<100,<1,2,female div/dep/mar,none,4,car,26,none,own,1,skilled,1,none,yes,26-35,13-24,0
2,685.0,6.530877627725885,0<=X<200,12,existing paid,new car,<100,4<=X<7,2,male mar/wid,none,3,car,25,bank,own,1,unskilled resident,1,none,yes,18-25,<=12,0
1,1494.0,7.3098814858247865,>=200,4,existing paid,new car,no known savings,<1,1,male single,none,2,real estate,29,none,own,1,unskilled resident,2,none,no,26-35,<=12,0
2,2746.0,7.918264686095274,<0,36,all paid,furniture/equipment,<100,>=7,4,male single,none,4,car,31,bank,own,1,skilled,1,none,yes,26-35,25-36,0
1,708.0,6.5638555265321274,<0,12,existing paid,furniture/equipment,<100,1<=X<4,2,male single,guarantor,3,life insurance,38,none,own,1,unskilled resident,2,none,yes,36-45,<=12,0
1,4351.0,8.378390788535778,0<=X<200,24,existing paid,furniture/equipment,no known savings,1<=X<4,1,female div/dep/mar,none,4,life insurance,48,none,own,1,unskilled resident,1,yes,yes,46-60,13-24,0
1,701.0,6.553933404025811,no checking,12,critical/other existing credit,education,<100,1<=X<4,4,male single,none,2,car,32,none,own,2,skilled,1,none,yes,26-35,<=12,0
1,3643.0,8.200837258379849,<0,15,delayed previously,furniture/equipment,<100,>=7,1,female div/dep/mar,none,4,life insurance,27,none,own,2,unskilled resident,1,none,yes,26-35,13-24,0
2,4249.0,8.354674261918463,0<=X<200,30,critical/other existing credit,new car,<100,unemployed,4,male mar/wid,none,2,car,28,none,own,2,high qualif/self emp/mgmt,1,none,yes,26-35,25-36,0
2,1938.0,7.569927655242652,<0,24,existing paid,radio/tv,<100,<1,4,male div/sep,none,3,life insurance,32,none,own,1,skilled,1,none,yes,26-35,13-24,0
1,2910.0,7.976251943745623,<0,24,existing paid,used car,<100,4<=X<7,2,male single,none,1,no known property,34,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,26-35,13-24,0
1,2659.0,7.886081401775745,<0,18,existing paid,furniture/equipment,>=1000,1<=X<4,4,male single,none,2,car,28,none,own,1,skilled,1,none,yes,26-35,13-24,0
1,1028.0,6.9363427358340495,no checking,18,critical/other existing credit,new car,<100,1<=X<4,4,female div/dep/mar,none,3,real estate,36,none,own,2,skilled,1,none,yes,36-45,13-24,0
1,3398.0,8.131236549696116,<0,8,critical/other existing credit,new car,<100,4<=X<7,1,male single,none,4,real estate,39,none,own,2,unskilled resident,1,none,no,36-45,<=12,0
1,5801.0,8.665957964681349,no checking,12,critical/other existing credit,furniture/equipment,no known savings,>=7,2,male single,none,4,life insurance,49,none,rent,1,skilled,1,yes,yes,46-60,<=12,1
1,1525.0,7.330405211844402,no checking,24,existing paid,new car,>=1000,4<=X<7,4,female div/dep/mar,none,3,car,34,none,own,1,skilled,2,yes,yes,26-35,13-24,0
1,4473.0,8.406038142050075,>=200,36,existing paid,radio/tv,<100,>=7,4,male single,none,2,car,31,none,own,1,skilled,1,none,yes,26-35,25-36,0
1,1068.0,6.974478911025045,0<=X<200,6,existing paid,radio/tv,<100,>=7,4,male single,none,4,car,28,none,own,1,skilled,2,none,yes,26-35,<=12,0
1,6615.0,8.797246236703527,<0,24,critical/other existing credit,used car,<100,unemployed,2,male single,none,4,no known property,75,none,for free,2,high qualif/self emp/mgmt,1,yes,yes,60+,13-24,0
2,1864.0,7.5310163320779155,no checking,18,critical/other existing credit,education,100<=X<500,1<=X<4,4,female div/dep/mar,none,2,real estate,30,none,own,2,skilled,1,none,yes,26-35,13-24,0
2,7408.0,8.910450756416656,0<=X<200,60,existing paid,new car,100<=X<500,<1,4,female div/dep/mar,none,2,life insurance,24,none,own,1,high qualif/self emp/mgmt,1,none,yes,18-25,37-60,0
2,11590.0,9.357984213888745,no checking,48,critical/other existing credit,used car,100<=X<500,1<=X<4,2,female div/dep/mar,none,4,car,24,bank,rent,2,unskilled resident,1,none,yes,18-25,37-60,1
2,4110.0,8.321421586897879,<0,24,no credits/all paid,furniture/equipment,<100,>=7,3,male single,none,4,no known property,23,bank,rent,2,skilled,2,none,yes,18-25,13-24,1
2,3384.0,8.127109185346375,<0,6,critical/other existing credit,furniture/equipment,<100,1<=X<4,1,male div/sep,none,4,real estate,44,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,36-45,<=12,1
1,2101.0,7.650644551436897,0<=X<200,13,existing paid,radio/tv,<100,<1,2,female div/dep/mar,guarantor,4,life insurance,23,none,own,1,unskilled resident,1,none,yes,18-25,13-24,0
2,1275.0,7.151485463904735,<0,15,existing paid,domestic appliance,no known savings,1<=X<4,4,female div/dep/mar,none,2,car,24,none,rent,1,skilled,1,none,yes,18-25,13-24,1
1,4169.0,8.335671314792847,<0,24,existing paid,furniture/equipment,<100,1<=X<4,4,male single,none,4,life insurance,28,none,own,1,skilled,1,none,yes,26-35,13-24,0
1,1521.0,7.3277805384216315,0<=X<200,10,existing paid,furniture/equipment,<100,1<=X<4,4,male div/sep,none,2,car,31,none,own,1,unskilled resident,1,none,yes,26-35,<=12,0
1,5743.0,8.65591111072806,0<=X<200,24,critical/other existing credit,education,<100,<1,2,female div/dep/mar,none,4,no known property,24,none,for free,2,skilled,1,yes,yes,18-25,13-24,0
1,3599.0,8.1886891244442,<0,21,existing paid,furniture/equipment,<100,4<=X<7,1,female div/dep/mar,none,4,car,26,none,rent,1,unskilled resident,1,none,yes,26-35,13-24,1
1,3213.0,8.075271546297458,0<=X<200,18,existing paid,radio/tv,500<=X<1000,<1,1,male mar/wid,none,3,real estate,25,none,rent,1,skilled,1,none,yes,18-25,13-24,1
1,4439.0,8.39840965542627,0<=X<200,18,existing paid,business,<100,>=7,1,male single,co applicant,1,real estate,33,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,26-35,13-24,0
1,3949.0,8.281470857895167,>=200,10,existing paid,new car,<100,<1,1,male single,guarantor,1,life insurance,37,none,own,1,unskilled resident,2,none,yes,36-45,<=12,0
1,1459.0,7.286191714702382,no checking,15,critical/other existing credit,radio/tv,<100,1<=X<4,4,female div/dep/mar,none,2,car,43,none,own,1,unskilled resident,1,none,yes,36-45,13-24,0
1,882.0,6.78332520060396,0<=X<200,13,critical/other existing credit,radio/tv,<100,<1,4,male single,guarantor,4,real estate,23,none,own,2,skilled,1,none,yes,18-25,13-24,0
1,3758.0,8.231908243564177,0<=X<200,24,existing paid,radio/tv,500<=X<1000,unemployed,1,female div/dep/mar,none,4,no known property,23,none,rent,1,unemp/unskilled non res,1,none,yes,18-25,13-24,1
1,1743.0,7.463936604468925,no checking,6,delayed previously,business,100<=X<500,1<=X<4,1,male single,none,2,real estate,34,none,own,2,unskilled resident,1,none,yes,26-35,<=12,0
2,1136.0,7.036148493750536,0<=X<200,9,critical/other existing credit,education,>=1000,>=7,4,male single,none,3,no known property,32,none,for free,2,skilled,2,none,yes,26-35,<=12,0
1,1236.0,7.1204443723924875,no checking,9,existing paid,domestic appliance,<100,<1,1,female div/dep/mar,none,4,real estate,23,none,rent,1,skilled,1,yes,yes,18-25,<=12,1
2,959.0,6.866933284461882,0<=X<200,9,existing paid,furniture/equipment,<100,1<=X<4,1,female div/dep/mar,none,2,car,29,none,own,1,skilled,1,none,no,26-35,<=12,0
1,3229.0,8.080237416216702,no checking,18,critical/other existing credit,used car,no known savings,unemployed,2,male single,none,4,no known property,38,none,own,1,high qualif/self emp/mgmt,1,yes,yes,36-45,13-24,0
2,6199.0,8.732304571033183,<0,12,no credits/all paid,radio/tv,<100,1<=X<4,4,male single,none,2,life insurance,28,none,rent,2,skilled,1,yes,yes,26-35,<=12,1
1,727.0,6.590301048196686,no checking,10,existing paid,education,500<=X<1000,>=7,4,male single,none,4,no known property,46,none,for free,1,skilled,1,yes,yes,46-60,<=12,0
2,1246.0,7.1284959456800365,0<=X<200,24,existing paid,new car,<100,<1,4,male single,none,2,real estate,23,stores,own,1,unskilled resident,1,none,yes,18-25,13-24,0
1,2331.0,7.754481547470383,no checking,12,critical/other existing credit,radio/tv,no known savings,>=7,1,male single,co applicant,4,real estate,49,none,own,1,skilled,1,yes,yes,46-60,<=12,0
2,4463.0,8.403800504061147,no checking,36,delayed previously,radio/tv,<100,1<=X<4,4,male single,none,2,car,26,none,own,2,high qualif/self emp/mgmt,1,yes,yes,26-35,25-36,0
1,776.0,6.655440350367647,no checking,12,existing paid,radio/tv,<100,1<=X<4,4,male mar/wid,none,2,real estate,28,none,own,1,skilled,1,none,yes,26-35,<=12,0
2,2406.0,7.786136437783072,<0,30,existing paid,furniture/equipment,<100,4<=X<7,4,female div/dep/mar,none,4,real estate,23,none,rent,1,skilled,1,none,yes,18-25,25-36,1
1,1239.0,7.122866658599083,0<=X<200,18,existing paid,education,no known savings,1<=X<4,4,male single,none,4,no known property,61,none,for free,1,skilled,1,none,yes,60+,13-24,0
1,3399.0,8.131530710604252,>=200,12,existing paid,radio/tv,no known savings,>=7,2,male single,none,3,car,37,none,own,1,high qualif/self emp/mgmt,1,none,yes,36-45,<=12,0
1,2247.0,7.717796211013582,>=200,12,delayed previously,new car,<100,1<=X<4,2,female div/dep/mar,none,2,car,36,stores,own,2,skilled,1,yes,yes,36-45,<=12,0
1,1766.0,7.4770384723196965,no checking,6,existing paid,furniture/equipment,<100,1<=X<4,1,male mar/wid,none,2,life insurance,21,none,rent,1,skilled,1,none,yes,18-25,<=12,1
2,2473.0,7.813591552952433,<0,18,existing paid,furniture/equipment,<100,unemployed,4,male single,none,1,car,25,none,own,1,unemp/unskilled non res,1,none,yes,18-25,13-24,0
1,1542.0,7.341483852363161,no checking,12,existing paid,business,<100,4<=X<7,2,male single,none,4,car,36,none,own,1,skilled,1,yes,yes,36-45,<=12,0
1,3850.0,8.25608813381491,no checking,18,critical/other existing credit,used car,<100,4<=X<7,3,male single,none,1,car,27,none,own,2,skilled,1,none,yes,26-35,13-24,0
1,3650.0,8.202756381655638,<0,18,existing paid,furniture/equipment,<100,<1,1,female div/dep/mar,none,4,car,22,none,rent,1,skilled,1,none,yes,18-25,13-24,1
2,3446.0,8.145259566516865,<0,36,existing paid,furniture/equipment,<100,>=7,4,male single,none,2,car,42,none,own,1,skilled,2,none,yes,36-45,25-36,0
1,3001.0,8.007034012193408,0<=X<200,18,existing paid,furniture/equipment,<100,4<=X<7,2,female div/dep/mar,none,4,real estate,40,none,rent,1,skilled,1,none,yes,36-45,13-24,1
1,3079.0,8.03268487596762,no checking,36,existing paid,new car,no known savings,1<=X<4,4,male single,none,4,real estate,36,none,own,1,skilled,1,none,yes,36-45,25-36,0
1,6070.0,8.711278615130434,no checking,18,critical/other existing credit,radio/tv,<100,>=7,3,male single,none,4,car,33,none,own,2,skilled,1,yes,yes,26-35,13-24,0
1,2146.0,7.671826797878781,no checking,10,critical/other existing credit,furniture/equipment,<100,<1,1,female div/dep/mar,none,3,real estate,23,none,rent,2,skilled,1,none,yes,18-25,<=12,1
1,13756.0,9.529303064460995,no checking,60,critical/other existing credit,new car,no known savings,>=7,2,male single,none,4,no known property,63,bank,for free,1,high qualif/self emp/mgmt,1,yes,yes,60+,37-60,0
2,14782.0,9.60123315090109,0<=X<200,60,all paid,other,100<=X<500,>=7,3,female div/dep/mar,none,4,no known property,60,bank,for free,2,high qualif/self emp/mgmt,1,yes,yes,46-60,37-60,0
2,7685.0,8.94715577112479,<0,48,all paid,business,<100,4<=X<7,2,female div/dep/mar,guarantor,4,car,37,none,rent,1,skilled,1,none,yes,36-45,37-60,1
1,2320.0,7.749753406274437,no checking,18,delayed previously,radio/tv,<100,unemployed,2,male mar/wid,none,3,real estate,34,none,own,2,skilled,1,none,yes,26-35,13-24,0
1,846.0,6.741700694652055,no checking,7,delayed previously,radio/tv,no known savings,>=7,3,male single,none,4,no known property,36,none,for free,1,skilled,1,none,yes,36-45,<=12,0
2,14318.0,9.569342605674006,0<=X<200,36,existing paid,new car,<100,>=7,4,male single,none,2,no known property,57,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,46-60,25-36,0
1,362.0,5.8944028342648505,no checking,6,critical/other existing credit,new car,100<=X<500,1<=X<4,4,female div/dep/mar,none,4,car,52,none,own,2,unskilled resident,1,none,yes,46-60,<=12,0
1,2212.0,7.70210434005105,<0,20,existing paid,furniture/equipment,no known savings,4<=X<7,4,male single,none,4,car,39,none,own,1,skilled,1,yes,yes,36-45,13-24,0
2,12976.0,9.470933838737231,0<=X<200,18,existing paid,used car,<100,unemployed,3,female div/dep/mar,none,4,no known property,38,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,36-45,13-24,0
1,1283.0,7.157735484249907,no checking,22,existing paid,new car,no known savings,4<=X<7,4,female div/dep/mar,none,4,life insurance,25,none,rent,1,skilled,1,none,yes,18-25,13-24,1
1,1330.0,7.193685818395112,>=200,12,existing paid,new car,<100,<1,4,male single,none,1,real estate,26,none,own,1,skilled,1,none,yes,26-35,<=12,0
1,4272.0,8.360071435644025,no checking,30,delayed previously,business,100<=X<500,1<=X<4,2,male single,none,2,life insurance,26,none,own,2,unskilled resident,1,none,yes,26-35,25-36,0
1,2238.0,7.713784616598755,no checking,18,critical/other existing credit,radio/tv,<100,1<=X<4,2,female div/dep/mar,none,1,car,25,none,own,2,skilled,1,none,yes,18-25,13-24,0
1,1126.0,7.027314514039777,no checking,18,existing paid,radio/tv,no known savings,<1,4,female div/dep/mar,none,2,real estate,21,none,rent,1,skilled,1,yes,yes,18-25,13-24,1
1,7374.0,8.905851181208021,0<=X<200,18,critical/other existing credit,furniture/equipment,<100,unemployed,4,male single,none,4,life insurance,40,stores,own,2,high qualif/self emp/mgmt,1,yes,yes,36-45,13-24,0
1,2326.0,7.752335163302292,0<=X<200,15,critical/other existing credit,business,500<=X<1000,1<=X<4,2,male single,none,4,car,27,bank,own,1,skilled,1,none,yes,26-35,13-24,0
1,1449.0,7.27931883541462,no checking,9,existing paid,business,<100,4<=X<7,3,female div/dep/mar,none,2,car,27,none,own,2,skilled,1,none,yes,26-35,<=12,0
1,1820.0,7.507141079727608,no checking,18,existing paid,new car,<100,1<=X<4,2,male mar/wid,none,2,life insurance,30,none,own,1,high qualif/self emp/mgmt,1,yes,yes,26-35,13-24,0
1,983.0,6.891625897052253,0<=X<200,12,existing paid,furniture/equipment,>=1000,<1,1,female div/dep/mar,none,4,real estate,19,none,rent,1,unskilled resident,1,none,yes,18-25,<=12,1
1,3249.0,8.086410275323782,<0,36,existing paid,new car,<100,4<=X<7,2,male single,none,4,no known property,39,bank,for free,1,high qualif/self emp/mgmt,2,yes,yes,36-45,25-36,0
1,1957.0,7.579678823090456,<0,6,critical/other existing credit,radio/tv,<100,4<=X<7,1,female div/dep/mar,none,4,car,31,none,own,1,skilled,1,none,yes,26-35,<=12,0
1,2406.0,7.786136437783072,no checking,9,critical/other existing credit,furniture/equipment,<100,unemployed,2,male single,none,3,car,31,none,own,1,high qualif/self emp/mgmt,1,none,yes,26-35,<=12,0
1,11760.0,9.372544251851037,0<=X<200,39,delayed previously,education,100<=X<500,4<=X<7,2,male single,none,3,no known property,32,none,rent,1,skilled,1,yes,yes,26-35,37-60,1
1,2578.0,7.8551570058813445,<0,12,existing paid,furniture/equipment,<100,unemployed,3,female div/dep/mar,none,4,no known property,55,none,for free,1,high qualif/self emp/mgmt,1,none,yes,46-60,<=12,0
1,2348.0,7.761744984658913,<0,36,critical/other existing credit,furniture/equipment,<100,1<=X<4,3,male mar/wid,none,2,life insurance,46,none,own,2,skilled,1,yes,yes,46-60,25-36,0
2,1223.0,7.1098794630722715,0<=X<200,12,existing paid,new car,<100,>=7,1,male div/sep,none,1,real estate,46,none,rent,2,skilled,1,none,yes,46-60,<=12,1
1,1516.0,7.324489979348532,no checking,24,critical/other existing credit,radio/tv,>=1000,1<=X<4,4,female div/dep/mar,none,1,real estate,43,none,own,2,unskilled resident,1,none,yes,36-45,13-24,0
1,1473.0,7.295735072749282,no checking,18,existing paid,radio/tv,<100,<1,3,male mar/wid,none,4,real estate,39,none,own,1,skilled,1,yes,yes,36-45,13-24,0
1,1887.0,7.543273346705446,0<=X<200,18,critical/other existing credit,business,no known savings,1<=X<4,4,male mar/wid,none,4,real estate,28,bank,own,2,skilled,1,none,yes,26-35,13-24,0
2,8648.0,9.065198986306513,no checking,24,delayed previously,business,<100,<1,2,male single,none,2,car,27,bank,own,2,skilled,1,yes,yes,26-35,13-24,0
1,802.0,6.688354713946762,no checking,14,delayed previously,new car,<100,1<=X<4,4,male single,none,2,car,27,none,own,2,unskilled resident,1,none,yes,26-35,13-24,0
1,2899.0,7.9724660159745655,0<=X<200,18,delayed previously,new car,no known savings,>=7,4,male single,none,4,car,43,none,own,1,skilled,2,none,yes,36-45,13-24,0
2,2039.0,7.620705086838262,0<=X<200,24,existing paid,radio/tv,<100,<1,1,male mar/wid,none,1,life insurance,22,none,own,1,skilled,1,yes,yes,18-25,13-24,0
1,2197.0,7.6953031349635665,no checking,24,critical/other existing credit,used car,no known savings,4<=X<7,4,male single,none,4,car,43,none,own,2,skilled,2,yes,yes,36-45,13-24,0
1,1053.0,6.960347729101308,<0,15,existing paid,radio/tv,<100,<1,4,male mar/wid,none,2,real estate,27,none,own,1,skilled,1,none,no,26-35,13-24,0
1,3235.0,8.082093278178382,no checking,24,existing paid,radio/tv,500<=X<1000,>=7,3,male div/sep,none,2,car,26,none,own,1,high qualif/self emp/mgmt,1,yes,yes,26-35,13-24,0
2,939.0,6.84587987526405,>=200,12,critical/other existing credit,new car,500<=X<1000,4<=X<7,4,male mar/wid,none,2,real estate,28,none,own,3,skilled,1,yes,yes,26-35,<=12,0
1,1967.0,7.584773077612199,0<=X<200,24,existing paid,radio/tv,<100,>=7,4,female div/dep/mar,none,4,car,20,none,own,1,skilled,1,yes,yes,18-25,13-24,0
1,7253.0,8.889308319842847,no checking,33,critical/other existing credit,used car,<100,4<=X<7,3,male single,none,2,car,35,none,own,2,high qualif/self emp/mgmt,1,yes,yes,26-35,25-36,0
2,2292.0,7.737616282857904,no checking,12,critical/other existing credit,business,<100,unemployed,4,male single,none,2,car,42,stores,own,2,high qualif/self emp/mgmt,1,yes,yes,36-45,<=12,0
1,1597.0,7.37650812632622,no checking,10,existing paid,new car,500<=X<1000,1<=X<4,3,male single,none,2,no known property,40,none,rent,1,unskilled resident,2,none,no,36-45,<=12,1
2,1381.0,7.231287004327616,<0,24,existing paid,new car,no known savings,1<=X<4,4,female div/dep/mar,none,2,life insurance,35,none,own,1,skilled,1,none,yes,26-35,13-24,0
1,5842.0,8.672999642554437,no checking,36,critical/other existing credit,used car,<100,>=7,2,male single,none,2,life insurance,35,none,own,2,skilled,2,yes,yes,26-35,25-36,0
2,2579.0,7.855544677915663,<0,12,existing paid,new car,<100,<1,4,male single,none,1,real estate,33,none,own,1,unskilled resident,2,none,yes,26-35,<=12,0
1,8471.0,9.044521887281242,<0,18,delayed previously,education,no known savings,1<=X<4,1,female div/dep/mar,none,2,car,23,none,rent,2,skilled,1,yes,yes,18-25,13-24,1
1,2782.0,7.931284761525891,no checking,21,existing paid,new car,500<=X<1000,4<=X<7,1,female div/dep/mar,none,2,car,31,bank,own,1,high qualif/self emp/mgmt,1,none,yes,26-35,13-24,0
2,1042.0,6.949856455000773,0<=X<200,18,existing paid,new car,no known savings,1<=X<4,4,female div/dep/mar,none,2,life insurance,33,none,own,1,skilled,1,none,yes,26-35,13-24,0
1,3186.0,8.066835314417336,no checking,15,existing paid,new car,>=1000,4<=X<7,2,female div/dep/mar,none,3,car,20,none,rent,1,skilled,1,none,yes,18-25,13-24,1
1,2028.0,7.615298339825815,0<=X<200,12,existing paid,used car,no known savings,1<=X<4,4,male single,none,2,car,30,none,own,1,skilled,1,none,yes,26-35,<=12,0
1,958.0,6.8658910748834385,0<=X<200,12,critical/other existing credit,new car,<100,4<=X<7,2,male single,none,3,real estate,47,none,own,2,unskilled resident,2,none,yes,46-60,<=12,0
1,1591.0,7.3727463664043285,no checking,21,delayed previously,furniture/equipment,100<=X<500,4<=X<7,4,male single,none,3,real estate,34,none,own,2,high qualif/self emp/mgmt,1,none,yes,26-35,13-24,0
2,2762.0,7.924072324923417,0<=X<200,12,existing paid,furniture/equipment,no known savings,>=7,1,female div/dep/mar,none,2,life insurance,25,bank,own,1,skilled,1,yes,yes,18-25,<=12,0
1,2779.0,7.930206206684683,0<=X<200,18,existing paid,used car,<100,1<=X<4,1,male mar/wid,none,3,car,21,none,rent,1,skilled,1,yes,yes,18-25,13-24,1
1,2743.0,7.917171988845776,no checking,28,critical/other existing credit,radio/tv,<100,>=7,4,male single,none,2,car,29,none,own,2,skilled,1,none,yes,26-35,25-36,0
1,1149.0,7.047517221357296,no checking,18,critical/other existing credit,radio/tv,>=1000,1<=X<4,4,male single,none,3,real estate,46,none,own,2,skilled,1,none,yes,46-60,13-24,0
1,1313.0,7.1808311990445555,no checking,9,existing paid,furniture/equipment,<100,>=7,1,male single,none,4,car,20,none,own,1,skilled,1,none,yes,18-25,<=12,0
2,1190.0,7.0825485693553,<0,18,critical/other existing credit,repairs,<100,unemployed,2,female div/dep/mar,none,4,no known property,55,none,for free,3,unemp/unskilled non res,2,none,yes,46-60,13-24,0
1,3448.0,8.145839612936841,no checking,5,existing paid,business,<100,4<=X<7,1,male single,none,4,real estate,74,none,own,1,unskilled resident,1,none,yes,60+,<=12,0
2,11328.0,9.335121088873489,0<=X<200,24,existing paid,other,<100,1<=X<4,2,male single,co applicant,3,car,29,bank,own,2,high qualif/self emp/mgmt,1,yes,yes,26-35,13-24,0
1,1872.0,7.5352967024440884,<0,6,critical/other existing credit,furniture/equipment,<100,unemployed,4,male single,none,4,no known property,36,none,for free,3,high qualif/self emp/mgmt,1,yes,yes,36-45,<=12,0
1,2058.0,7.629975707027789,no checking,24,critical/other existing credit,repairs,<100,1<=X<4,4,male div/sep,none,2,real estate,33,none,own,2,skilled,1,yes,yes,26-35,13-24,0
1,2136.0,7.667158255319148,<0,9,existing paid,furniture/equipment,<100,1<=X<4,3,male single,none,2,real estate,25,none,own,1,skilled,1,none,yes,18-25,<=12,0
2,1484.0,7.3031700512368,0<=X<200,12,existing paid,radio/tv,no known savings,1<=X<4,2,male mar/wid,none,1,real estate,25,none,own,1,skilled,1,yes,yes,18-25,<=12,0
1,660.0,6.493753839851686,no checking,6,existing paid,repairs,500<=X<1000,4<=X<7,2,male mar/wid,none,4,real estate,23,none,rent,1,unskilled resident,1,none,yes,18-25,<=12,1
1,1287.0,7.160845906664299,no checking,24,critical/other existing credit,new car,>=1000,>=7,4,female div/dep/mar,none,4,real estate,37,none,own,2,skilled,1,yes,yes,36-45,13-24,0
1,3394.0,8.130059039992796,<0,42,critical/other existing credit,repairs,<100,unemployed,4,male single,co applicant,4,car,65,none,own,2,unemp/unskilled non res,1,none,yes,60+,37-60,0
2,609.0,6.413458957167357,>=200,12,all paid,business,<100,<1,4,female div/dep/mar,none,1,real estate,26,none,own,1,unemp/unskilled non res,1,none,yes,26-35,<=12,0
1,1884.0,7.541683099882111,no checking,12,existing paid,new car,<100,>=7,4,male single,none,4,car,39,none,own,1,high qualif/self emp/mgmt,1,yes,yes,36-45,<=12,0
1,1620.0,7.390798521735676,<0,12,existing paid,furniture/equipment,<100,1<=X<4,2,female div/dep/mar,co applicant,3,life insurance,30,none,own,1,skilled,1,none,yes,26-35,<=12,0
1,2629.0,7.874739125171811,0<=X<200,20,delayed previously,other,<100,1<=X<4,2,male single,none,3,car,29,bank,own,2,skilled,1,yes,yes,26-35,13-24,0
2,719.0,6.579251212010101,no checking,12,existing paid,education,<100,>=7,4,male single,none,4,car,41,bank,own,1,unskilled resident,2,none,yes,36-45,<=12,0
2,5096.0,8.536407410340042,0<=X<200,48,critical/other existing credit,furniture/equipment,<100,1<=X<4,2,female div/dep/mar,none,3,car,30,none,own,1,high qualif/self emp/mgmt,1,yes,yes,26-35,37-60,0
1,1244.0,7.126890808898808,no checking,9,critical/other existing credit,education,no known savings,>=7,4,female div/dep/mar,none,4,life insurance,41,none,rent,2,unskilled resident,1,none,yes,36-45,<=12,1
2,1842.0,7.519149957669823,<0,36,existing paid,new car,<100,<1,4,female div/dep/mar,none,4,car,34,none,own,1,skilled,1,yes,yes,26-35,25-36,0
1,2576.0,7.854381210652365,0<=X<200,7,existing paid,radio/tv,<100,1<=X<4,2,male single,guarantor,2,real estate,35,none,own,1,skilled,1,none,yes,26-35,<=12,0
1,1424.0,7.261927092702751,>=200,12,existing paid,furniture/equipment,no known savings,>=7,3,female div/dep/mar,none,4,real estate,55,none,own,1,high qualif/self emp/mgmt,1,yes,yes,46-60,<=12,0
2,1512.0,7.321849713788356,0<=X<200,15,delayed previously,repairs,>=1000,1<=X<4,3,male mar/wid,none,3,life insurance,61,stores,own,2,skilled,1,none,yes,60+,13-24,0
1,11054.0,9.310638093291546,no checking,36,critical/other existing credit,used car,no known savings,1<=X<4,4,male single,none,2,car,30,none,own,1,high qualif/self emp/mgmt,1,yes,yes,26-35,25-36,0
1,518.0,6.251903883165888,no checking,6,existing paid,radio/tv,<100,1<=X<4,3,female div/dep/mar,none,1,real estate,29,none,own,1,skilled,1,none,yes,26-35,<=12,0
1,2759.0,7.9229859587111955,no checking,12,no credits/all paid,furniture/equipment,<100,>=7,2,male single,none,4,life insurance,34,none,own,2,skilled,1,none,yes,26-35,<=12,0
1,2670.0,7.890208213109961,no checking,24,existing paid,used car,<100,>=7,4,male single,none,4,car,35,none,own,1,high qualif/self emp/mgmt,1,yes,yes,26-35,13-24,0
2,4817.0,8.480114183174816,<0,24,existing paid,new car,<100,4<=X<7,2,male single,co applicant,3,life insurance,31,none,own,1,skilled,1,yes,yes,26-35,13-24,0
1,2679.0,7.893572073504902,no checking,24,existing paid,used car,<100,<1,4,female div/dep/mar,none,1,no known property,29,none,own,1,high qualif/self emp/mgmt,1,yes,yes,26-35,13-24,0
1,3905.0,8.270269111436624,<0,11,critical/other existing credit,new car,<100,1<=X<4,2,male single,none,2,real estate,36,none,rent,2,skilled,2,none,yes,36-45,<=12,1
2,3386.0,8.127699852817772,<0,12,existing paid,used car,<100,>=7,3,male single,none,4,no known property,35,none,for free,1,skilled,1,yes,yes,26-35,<=12,0
1,343.0,5.840641657373398,<0,6,existing paid,domestic appliance,<100,<1,4,female div/dep/mar,none,1,real estate,27,none,own,1,skilled,1,none,yes,26-35,<=12,0
1,4594.0,8.432724034789787,no checking,18,existing paid,radio/tv,<100,<1,3,male single,none,2,car,32,none,own,1,skilled,1,yes,yes,26-35,13-24,0
1,3620.0,8.19450550976564,<0,36,existing paid,furniture/equipment,<100,1<=X<4,1,male single,guarantor,2,life insurance,37,none,own,1,skilled,2,none,yes,36-45,25-36,0
1,1721.0,7.451241684987676,<0,15,existing paid,new car,<100,<1,2,male single,none,3,real estate,36,none,own,1,skilled,1,none,yes,36-45,13-24,0
