class,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,credit_per_month,age_bin,duration_bin,is_rent,credit_per_age
1,no checking,24,critical/other existing credit,furniture/equipment,1585.0,<100,4<=X<7,4,male single,none,3,life insurance,40,none,own,2,skilled,1,none,yes,66.04166666666667,36-45,13-24,0,39.625
1,0<=X<200,18,existing paid,radio/tv,1301.0,<100,>=7,4,male mar/wid,guarantor,2,real estate,32,none,own,1,unskilled resident,1,none,yes,72.27777777777777,26-35,13-24,0,40.65625
1,>=200,6,critical/other existing credit,new car,1323.0,100<=X<500,>=7,2,male div/sep,none,4,car,28,none,own,2,skilled,2,yes,yes,220.5,26-35,<=12,0,47.25
2,<0,24,existing paid,new car,3123.0,<100,<1,4,female div/dep/mar,none,1,life insurance,27,none,own,1,skilled,1,none,yes,130.125,26-35,13-24,0,115.66666666666667
1,<0,36,existing paid,used car,5493.0,<100,>=7,2,male single,none,4,no known property,42,none,for free,1,skilled,2,none,yes,152.58333333333334,36-45,25-36,0,130.78571428571428
1,>=200,9,existing paid,radio/tv,1126.0,100<=X<500,>=7,2,male div/sep,none,4,real estate,49,none,own,1,skilled,1,none,yes,125.11111111111111,46-60,<=12,0,22.979591836734695
2,0<=X<200,24,critical/other existing credit,radio/tv,1216.0,100<=X<500,<1,4,male single,none,4,no known property,38,bank,own,2,skilled,2,none,yes,50.666666666666664,36-45,13-24,0,32.0
2,<0,24,existing paid,new car,1207.0,<100,<1,4,female div/dep/mar,none,4,life insurance,24,none,rent,1,skilled,1,none,yes,50.291666666666664,18-25,13-24,1,50.291666666666664
2,no checking,10,existing paid,new car,1309.0,no known savings,1<=X<4,4,male single,guarantor,4,life insurance,27,none,own,1,unskilled resident,1,none,yes,130.9,26-35,<=12,0,48.48148148148148
1,>=200,15,critical/other existing credit,used car,2360.0,500<=X<1000,1<=X<4,2,male single,none,2,car,36,none,own,1,skilled,1,yes,yes,157.33333333333334,36-45,13-24,0,65.55555555555556
2,0<=X<200,15,all paid,new car,6850.0,100<=X<500,unemployed,1,male single,none,2,life insurance,34,none,own,1,high qualif/self emp/mgmt,2,yes,yes,456.6666666666667,26-35,13-24,0,201.47058823529412
1,no checking,24,existing paid,radio/tv,1413.0,<100,1<=X<4,4,male mar/wid,none,2,life insurance,28,none,own,1,skilled,1,none,yes,58.875,26-35,13-24,0,50.464285714285715
1,no checking,39,existing paid,used car,8588.0,100<=X<500,>=7,4,male single,none,2,car,45,none,own,1,high qualif/self emp/mgmt,1,yes,yes,220.2051282051282,36-45,37-60,0,190.84444444444443
2,<0,12,existing paid,new car,759.0,<100,4<=X<7,4,male single,none,2,real estate,26,none,own,1,skilled,1,none,yes,63.25,26-35,<=12,0,29.192307692307693
1,no checking,36,existing paid,used car,4686.0,<100,1<=X<4,2,male single,none,2,no known property,32,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,130.16666666666666,26-35,25-36,0,146.4375
1,>=200,15,existing paid,business,2687.0,<100,4<=X<7,2,male single,none,4,life insurance,26,none,rent,1,skilled,1,yes,yes,179.13333333333333,26-35,13-24,1,103.34615384615384
1,0<=X<200,12,delayed previously,radio/tv,585.0,<100,1<=X<4,4,male mar/wid,co applicant,4,real estate,20,none,rent,2,skilled,1,none,yes,48.75,18-25,<=12,1,29.25
1,no checking,24,existing paid,new car,2255.0,no known savings,<1,4,male single,none,1,life insurance,54,none,own,1,skilled,1,none,yes,93.95833333333333,46-60,13-24,0,41.75925925925926
1,<0,6,critical/other existing credit,new car,609.0,<100,4<=X<7,4,female div/dep/mar,none,3,life insurance,37,none,own,2,skilled,1,none,no,101.5,36-45,<=12,0,16.45945945945946
1,<0,6,critical/other existing credit,new car,1361.0,<100,<1,2,male single,none,4,real estate,40,none,own,1,unskilled resident,2,none,no,226.83333333333334,36-45,<=12,0,34.025
2,no checking,36,critical/other existing credit,furniture/equipment,7127.0,<100,<1,2,female div/dep/mar,none,4,life insurance,23,none,rent,2,skilled,1,yes,yes,197.97222222222223,18-25,25-36,1,309.8695652173913
1,<0,6,existing paid,new car,1203.0,100<=X<500,>=7,3,male single,none,2,life insurance,43,none,own,1,skilled,1,yes,yes,200.5,36-45,<=12,0,27.976744186046513
1,no checking,6,critical/other existing credit,radio/tv,700.0,no known savings,>=7,4,male single,none,4,no known property,36,none,for free,2,skilled,1,none,yes,116.66666666666667,36-45,<=12,0,19.444444444444443
1,no checking,24,critical/other existing credit,repairs,5507.0,<100,>=7,3,male single,none,4,no known property,44,none,for free,2,skilled,1,none,yes,229.45833333333334,36-45,13-24,0,125.1590909090909
2,<0,18,existing paid,radio/tv,3190.0,<100,1<=X<4,2,female div/dep/mar,none,2,real estate,24,none,own,1,skilled,1,none,yes,177.22222222222223,18-25,13-24,0,132.91666666666666
2,<0,48,no credits/all paid,furniture/equipment,7119.0,<100,1<=X<4,3,male single,none,4,no known property,53,none,for free,2,skilled,2,none,yes,148.3125,46-60,37-60,0,134.32075471698113
1,no checking,24,existing paid,used car,3488.0,100<=X<500,4<=X<7,3,female div/dep/mar,none,4,car,23,none,own,1,skilled,1,none,yes,145.33333333333334,18-25,13-24,0,151.65217391304347
1,0<=X<200,18,existing paid,radio/tv,1113.0,<100,1<=X<4,4,female div/dep/mar,guarantor,4,real estate,26,none,own,1,unskilled resident,2,none,yes,61.833333333333336,26-35,13-24,0,42.80769230769231
1,0<=X<200,26,existing paid,used car,7966.0,<100,<1,2,male single,none,3,car,30,none,own,2,skilled,1,none,yes,306.38461538461536,26-35,25-36,0,265.53333333333336
1,no checking,15,critical/other existing credit,education,1532.0,100<=X<500,1<=X<4,4,female div/dep/mar,none,3,car,31,none,own,1,skilled,1,none,yes,102.13333333333334,26-35,13-24,0,49.41935483870968
1,no checking,4,critical/other existing credit,radio/tv,1503.0,<100,4<=X<7,2,male single,none,1,real estate,42,none,own,2,unskilled resident,2,none,yes,375.75,36-45,<=12,0,35.785714285714285
2,<0,36,existing paid,radio/tv,2302.0,<100,1<=X<4,4,male div/sep,none,4,car,31,none,rent,1,skilled,1,none,yes,63.94444444444444,26-35,25-36,1,74.25806451612904
1,<0,6,existing paid,new car,662.0,<100,<1,3,male single,none,4,real estate,41,none,own,1,unskilled resident,2,yes,yes,110.33333333333333,36-45,<=12,0,16.146341463414632
1,0<=X<200,36,existing paid,education,2273.0,<100,4<=X<7,3,male single,none,1,car,32,none,own,2,skilled,2,none,yes,63.138888888888886,26-35,25-36,0,71.03125
2,0<=X<200,15,existing paid,new car,2631.0,100<=X<500,1<=X<4,2,female div/dep/mar,none,4,car,28,none,rent,2,skilled,1,yes,yes,175.4,26-35,13-24,1,93.96428571428571
1,no checking,12,delayed previously,used car,1503.0,<100,1<=X<4,4,male mar/wid,none,4,real estate,41,none,rent,1,skilled,1,none,yes,125.25,36-45,<=12,1,36.65853658536585
1,no checking,24,existing paid,radio/tv,1311.0,100<=X<500,4<=X<7,4,male mar/wid,none,3,life insurance,26,none,own,1,skilled,1,yes,yes,54.625,26-35,13-24,0,50.42307692307692
1,no checking,24,existing paid,radio/tv,3105.0,no known savings,<1,4,male single,none,2,car,25,none,own,2,skilled,1,none,yes,129.375,18-25,13-24,0,124.2
2,>=200,21,critical/other existing credit,education,2319.0,<100,<1,2,male div/sep,none,1,car,33,none,rent,1,skilled,1,none,yes,110.42857142857143,26-35,13-24,1,70.27272727272727
1,<0,6,existing paid,new car,1374.0,no known savings,unemployed,4,female div/dep/mar,none,3,life insurance,75,none,own,1,high qualif/self emp/mgmt,1,yes,yes,229.0,60+,<=12,0,18.32
1,0<=X<200,18,critical/other existing credit,furniture/equipment,3612.0,<100,>=7,3,female div/dep/mar,none,4,life insurance,37,none,own,1,skilled,1,yes,yes,200.66666666666666,36-45,13-24,0,97.62162162162163
2,<0,48,existing paid,new car,7763.0,<100,>=7,4,male single,none,4,no known property,42,bank,for free,1,high qualif/self emp/mgmt,1,none,yes,161.72916666666666,36-45,37-60,0,184.83333333333334
1,>=200,18,existing paid,furniture/equipment,3049.0,<100,<1,1,female div/dep/mar,none,1,life insurance,45,stores,own,1,unskilled resident,1,none,yes,169.38888888888889,36-45,13-24,0,67.75555555555556
2,0<=X<200,12,existing paid,radio/tv,1534.0,<100,<1,1,male mar/wid,none,1,real estate,23,none,rent,1,skilled,1,none,yes,127.83333333333333,18-25,<=12,1,66.69565217391305
1,no checking,24,delayed previously,new car,2032.0,<100,>=7,4,male single,none,4,no known property,60,none,for free,2,skilled,1,yes,yes,84.66666666666667,46-60,13-24,0,33.86666666666667
2,<0,30,existing paid,furniture/equipment,6350.0,no known savings,>=7,4,male single,none,4,life insurance,31,none,own,1,skilled,1,none,yes,211.66666666666666,26-35,25-36,0,204.83870967741936
2,>=200,18,existing paid,furniture/equipment,2864.0,<100,1<=X<4,2,male single,none,1,real estate,34,none,own,1,unskilled resident,2,none,yes,159.11111111111111,26-35,13-24,0,84.23529411764706
1,no checking,12,critical/other existing credit,new car,1255.0,<100,>=7,4,male single,none,4,real estate,61,none,own,2,unskilled resident,1,none,yes,104.58333333333333,60+,<=12,0,20.57377049180328
2,<0,24,delayed previously,new car,1333.0,<100,unemployed,4,male single,none,2,real estate,43,none,for free,2,skilled,2,none,yes,55.541666666666664,36-45,13-24,0,31.0
1,no checking,24,critical/other existing credit,new car,2022.0,<100,1<=X<4,4,female div/dep/mar,none,4,car,37,none,own,1,skilled,1,yes,yes,84.25,36-45,13-24,0,54.648648648648646
1,no checking,24,existing paid,radio/tv,1552.0,<100,4<=X<7,3,male single,none,1,car,32,bank,own,1,skilled,2,none,yes,64.66666666666667,26-35,13-24,0,48.5
2,<0,12,all paid,radio/tv,626.0,<100,1<=X<4,4,female div/dep/mar,none,4,real estate,24,bank,own,1,unskilled resident,1,none,yes,52.166666666666664,18-25,<=12,0,26.083333333333332
1,no checking,48,critical/other existing credit,used car,8858.0,no known savings,4<=X<7,2,male single,none,1,no known property,35,none,for free,2,skilled,1,yes,yes,184.54166666666666,26-35,37-60,0,253.0857142857143
1,no checking,12,critical/other existing credit,repairs,996.0,no known savings,4<=X<7,4,female div/dep/mar,none,4,real estate,23,none,own,2,skilled,1,none,yes,83.0,18-25,<=12,0,43.30434782608695
1,no checking,6,all paid,radio/tv,1750.0,500<=X<1000,>=7,2,male single,none,4,life insurance,45,bank,own,1,unskilled resident,2,none,yes,291.6666666666667,36-45,<=12,0,38.888888888888886
2,<0,48,existing paid,radio/tv,6999.0,<100,4<=X<7,1,male mar/wid,guarantor,1,real estate,34,none,own,2,skilled,1,yes,yes,145.8125,26-35,37-60,0,205.85294117647058
1,0<=X<200,12,critical/other existing credit,new car,1995.0,100<=X<500,<1,4,male single,none,1,car,27,none,own,1,skilled,1,none,yes,166.25,26-35,<=12,0,73.88888888888889
1,0<=X<200,9,existing paid,education,1199.0,<100,4<=X<7,4,female div/dep/mar,none,4,life insurance,67,none,own,2,high qualif/self emp/mgmt,1,yes,yes,133.22222222222223,60+,<=12,0,17.895522388059703
2,0<=X<200,12,existing paid,radio/tv,1331.0,<100,<1,2,male single,none,1,car,22,stores,own,1,skilled,1,none,yes,110.91666666666667,18-25,<=12,0,60.5
2,0<=X<200,18,no credits/all paid,new car,2278.0,100<=X<500,<1,3,female div/dep/mar,none,3,car,28,none,own,2,skilled,1,none,yes,126.55555555555556,26-35,13-24,0,81.35714285714286
2,no checking,21,no credits/all paid,new car,5003.0,no known savings,1<=X<4,1,female div/dep/mar,none,4,life insurance,29,bank,own,2,skilled,1,yes,yes,238.23809523809524,26-35,13-24,0,172.51724137931035
2,<0,24,all paid,furniture/equipment,3552.0,<100,4<=X<7,3,male single,none,4,car,27,bank,own,1,skilled,1,none,yes,148.0,26-35,13-24,0,131.55555555555554
2,0<=X<200,18,critical/other existing credit,furniture/equipment,1928.0,<100,<1,2,male single,none,2,real estate,31,none,own,2,unskilled resident,1,none,yes,107.11111111111111,26-35,13-24,0,62.193548387096776
1,<0,24,existing paid,used car,2964.0,no known savings,>=7,4,male single,none,4,no known property,49,bank,for free,1,skilled,2,yes,yes,123.5,46-60,13-24,0,60.48979591836735
2,<0,24,all paid,radio/tv,1546.0,<100,4<=X<7,4,male single,guarantor,4,car,24,bank,rent,1,unskilled resident,1,none,yes,64.41666666666667,18-25,13-24,1,64.41666666666667
1,>=200,6,delayed previously,radio/tv,683.0,<100,<1,2,female div/dep/mar,none,1,life insurance,29,bank,own,1,skilled,1,none,yes,113.83333333333333,26-35,<=12,0,23.551724137931036
2,0<=X<200,36,existing paid,new car,12389.0,no known savings,1<=X<4,1,male single,none,4,no known property,37,none,for free,1,skilled,1,yes,yes,344.1388888888889,36-45,25-36,0,334.8378378378378
1,0<=X<200,24,delayed previously,business,4712.0,no known savings,1<=X<4,4,male single,none,2,life insurance,37,bank,own,2,high qualif/self emp/mgmt,1,yes,yes,196.33333333333334,36-45,13-24,0,127.35135135135135
1,0<=X<200,24,delayed previously,radio/tv,1553.0,100<=X<500,4<=X<7,3,female div/dep/mar,none,2,life insurance,23,none,rent,2,skilled,1,yes,yes,64.70833333333333,18-25,13-24,1,67.52173913043478
2,<0,12,existing paid,new car,1372.0,<100,4<=X<7,2,male div/sep,none,3,car,36,none,own,1,skilled,1,none,yes,114.33333333333333,36-45,<=12,0,38.111111111111114
1,no checking,24,critical/other existing credit,radio/tv,2578.0,>=1000,>=7,2,male single,none,2,car,34,none,own,1,skilled,1,none,yes,107.41666666666667,26-35,13-24,0,75.82352941176471
1,0<=X<200,48,existing paid,radio/tv,3979.0,no known savings,4<=X<7,4,male single,none,1,car,41,none,own,2,skilled,2,yes,yes,82.89583333333333,36-45,37-60,0,97.04878048780488
2,<0,48,existing paid,radio/tv,6758.0,<100,1<=X<4,3,female div/dep/mar,none,2,car,31,none,own,1,skilled,1,yes,yes,140.79166666666666,26-35,37-60,0,218.0
2,<0,24,existing paid,furniture/equipment,3234.0,<100,<1,4,female div/dep/mar,none,4,real estate,23,none,rent,1,unskilled resident,1,yes,yes,134.75,18-25,13-24,1,140.6086956521739
1,no checking,30,critical/other existing credit,radio/tv,5954.0,<100,4<=X<7,3,male single,co applicant,2,car,38,none,own,1,skilled,1,none,yes,198.46666666666667,36-45,25-36,0,156.68421052631578
1,no checking,24,existing paid,used car,5433.0,no known savings,unemployed,2,female div/dep/mar,none,4,life insurance,26,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,226.375,26-35,13-24,1,208.96153846153845
1,<0,15,existing paid,business,806.0,<100,1<=X<4,4,female div/dep/mar,none,4,life insurance,22,none,own,1,unskilled resident,1,none,yes,53.733333333333334,18-25,13-24,0,36.63636363636363
1,0<=X<200,9,existing paid,radio/tv,1082.0,<100,>=7,4,male single,none,4,car,27,none,own,2,unskilled resident,1,none,yes,120.22222222222223,26-35,<=12,0,40.074074074074076
1,no checking,15,critical/other existing credit,furniture/equipment,2788.0,<100,4<=X<7,2,female div/dep/mar,co applicant,3,car,24,bank,own,2,skilled,1,none,yes,185.86666666666667,18-25,13-24,0,116.16666666666667
1,0<=X<200,12,existing paid,radio/tv,2930.0,<100,4<=X<7,2,female div/dep/mar,none,1,real estate,27,none,own,1,skilled,1,none,yes,244.16666666666666,26-35,<=12,0,108.51851851851852
1,no checking,24,critical/other existing credit,education,1927.0,no known savings,1<=X<4,3,female div/dep/mar,none,2,car,33,none,own,2,skilled,1,yes,yes,80.29166666666667,26-35,13-24,0,58.39393939393939
2,0<=X<200,36,critical/other existing credit,new car,2820.0,<100,<1,4,male div/sep,none,4,car,27,none,own,2,skilled,1,none,yes,78.33333333333333,26-35,25-36,0,104.44444444444444
1,no checking,24,existing paid,retraining,937.0,<100,<1,4,male mar/wid,none,3,car,27,none,own,2,unskilled resident,1,none,yes,39.041666666666664,26-35,13-24,0,34.7037037037037
2,0<=X<200,18,critical/other existing credit,new car,1056.0,<100,>=7,3,male single,guarantor,3,real estate,30,bank,own,2,skilled,1,none,yes,58.666666666666664,26-35,13-24,0,35.2
1,0<=X<200,12,critical/other existing credit,new car,3124.0,<100,<1,1,male single,none,3,real estate,49,bank,own,2,unskilled resident,2,none,yes,260.3333333333333,46-60,<=12,0,63.755102040816325
1,no checking,9,existing paid,furniture/equipment,1388.0,<100,1<=X<4,4,female div/dep/mar,none,2,real estate,26,none,rent,1,skilled,1,none,yes,154.22222222222223,26-35,<=12,1,53.38461538461539
2,0<=X<200,36,existing paid,repairs,2384.0,<100,<1,4,male single,none,1,no known property,33,none,rent,1,unskilled resident,1,none,yes,66.22222222222223,26-35,25-36,1,72.24242424242425
1,no checking,12,existing paid,new car,2133.0,no known savings,>=7,4,female div/dep/mar,none,4,no known property,52,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,177.75,46-60,<=12,0,41.01923076923077
2,<0,18,existing paid,furniture/equipment,2039.0,<100,1<=X<4,1,female div/dep/mar,none,4,real estate,20,bank,rent,1,skilled,1,none,yes,113.27777777777777,18-25,13-24,1,101.95
1,<0,9,critical/other existing credit,new car,2799.0,<100,1<=X<4,2,male single,none,2,real estate,36,none,rent,2,skilled,2,none,yes,311.0,36-45,<=12,1,77.75
1,<0,12,existing paid,furniture/equipment,1289.0,<100,1<=X<4,4,male single,guarantor,1,life insurance,21,none,own,1,unskilled resident,1,none,yes,107.41666666666667,18-25,<=12,0,61.38095238095238
2,<0,18,existing paid,domestic appliance,1217.0,<100,1<=X<4,4,male mar/wid,none,3,real estate,47,none,own,1,unskilled resident,1,yes,yes,67.61111111111111,46-60,13-24,0,25.893617021276597
2,<0,12,critical/other existing credit,furniture/equipment,2246.0,<100,>=7,3,male single,none,3,life insurance,60,none,own,2,skilled,1,none,yes,187.16666666666666,46-60,<=12,0,37.43333333333333
1,<0,12,critical/other existing credit,radio/tv,385.0,<100,4<=X<7,4,female div/dep/mar,none,3,real estate,58,none,own,4,unskilled resident,1,yes,yes,32.083333333333336,46-60,<=12,0,6.637931034482759
1,0<=X<200,24,delayed previously,new car,1965.0,no known savings,1<=X<4,4,female div/dep/mar,none,4,car,42,none,rent,2,skilled,1,yes,yes,81.875,36-45,13-24,1,46.785714285714285
1,no checking,21,existing paid,business,1572.0,>=1000,>=7,4,female div/dep/mar,none,4,real estate,36,bank,own,1,unskilled resident,1,none,yes,74.85714285714286,36-45,13-24,0,43.666666666666664
2,0<=X<200,24,existing paid,new car,2718.0,<100,1<=X<4,3,female div/dep/mar,none,4,life insurance,20,none,rent,1,unskilled resident,1,yes,yes,113.25,18-25,13-24,1,135.9
2,<0,24,all paid,other,1358.0,no known savings,>=7,4,male single,none,3,car,40,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,56.583333333333336,36-45,13-24,0,33.95
2,0<=X<200,6,all paid,new car,931.0,100<=X<500,<1,1,female div/dep/mar,none,1,life insurance,32,stores,own,1,unskilled resident,1,none,yes,155.16666666666666,26-35,<=12,0,29.09375
2,<0,24,existing paid,new car,1442.0,<100,4<=X<7,4,female div/dep/mar,none,4,car,23,none,rent,2,skilled,1,none,yes,60.083333333333336,18-25,13-24,1,62.69565217391305
2,0<=X<200,24,no credits/all paid,business,4241.0,<100,1<=X<4,1,male single,none,4,real estate,36,none,own,3,unskilled resident,1,yes,yes,176.70833333333334,36-45,13-24,0,117.80555555555556
2,no checking,18,critical/other existing credit,new car,2775.0,<100,4<=X<7,2,male single,none,2,life insurance,31,bank,own,2,skilled,1,none,yes,154.16666666666666,26-35,13-24,0,89.51612903225806
1,no checking,24,delayed previously,business,3863.0,<100,1<=X<4,1,male single,none,2,no known property,32,none,for free,1,skilled,1,none,yes,160.95833333333334,26-35,13-24,0,120.71875
1,0<=X<200,7,existing paid,radio/tv,2329.0,<100,<1,1,female div/dep/mar,guarantor,1,real estate,45,none,own,1,skilled,1,none,yes,332.7142857142857,36-45,<=12,0,51.75555555555555
2,0<=X<200,9,existing paid,furniture/equipment,918.0,<100,1<=X<4,4,female div/dep/mar,none,1,life insurance,30,none,own,1,skilled,1,none,yes,102.0,26-35,<=12,0,30.6
2,0<=X<200,24,all paid,education,1837.0,<100,4<=X<7,4,female div/dep/mar,none,4,no known property,34,bank,for free,1,unskilled resident,1,none,yes,76.54166666666667,26-35,13-24,0,54.029411764705884
2,no checking,36,existing paid,furniture/equipment,3349.0,<100,1<=X<4,4,female div/dep/mar,none,2,car,28,none,own,1,high qualif/self emp/mgmt,1,yes,yes,93.02777777777777,26-35,25-36,0,119.60714285714286
1,>=200,10,existing paid,furniture/equipment,1275.0,<100,<1,4,female div/dep/mar,none,2,life insurance,23,none,own,1,skilled,1,none,yes,127.5,18-25,<=12,0,55.43478260869565
1,<0,24,all paid,furniture/equipment,2828.0,500<=X<1000,1<=X<4,4,male single,none,4,real estate,22,stores,own,1,skilled,1,yes,yes,117.83333333333333,18-25,13-24,0,128.54545454545453
1,no checking,24,critical/other existing credit,business,4526.0,<100,1<=X<4,3,male single,none,2,real estate,74,none,own,1,high qualif/self emp/mgmt,1,yes,yes,188.58333333333334,60+,13-24,0,61.16216216216216
2,0<=X<200,36,existing paid,radio/tv,2671.0,100<=X<500,1<=X<4,4,female div/dep/mar,co applicant,4,no known property,50,none,for free,1,skilled,1,none,yes,74.19444444444444,46-60,25-36,0,53.42
1,no checking,18,existing paid,radio/tv,2051.0,<100,<1,4,male single,none,1,real estate,33,none,own,1,skilled,1,none,yes,113.94444444444444,26-35,13-24,0,62.15151515151515
1,no checking,15,existing paid,used car,1300.0,no known savings,>=7,4,male single,none,4,no known property,45,bank,for free,1,skilled,2,none,yes,86.66666666666667,36-45,13-24,0,28.88888888888889
2,<0,12,existing paid,domestic appliance,741.0,100<=X<500,unemployed,4,female div/dep/mar,none,3,life insurance,22,none,own,1,skilled,1,none,yes,61.75,18-25,<=12,0,33.68181818181818
2,>=200,10,existing paid,new car,1240.0,100<=X<500,>=7,1,female div/dep/mar,none,4,no known property,48,none,for free,1,unskilled resident,2,none,yes,124.0,46-60,<=12,0,25.833333333333332
1,<0,21,existing paid,radio/tv,3357.0,>=1000,<1,4,female div/dep/mar,none,2,car,29,bank,own,1,skilled,1,none,yes,159.85714285714286,26-35,13-24,0,115.75862068965517
1,<0,24,all paid,used car,3632.0,<100,1<=X<4,1,female div/dep/mar,guarantor,4,car,22,bank,rent,1,skilled,1,none,no,151.33333333333334,18-25,13-24,1,165.0909090909091
2,no checking,18,delayed previously,furniture/equipment,1808.0,<100,4<=X<7,4,female div/dep/mar,none,1,real estate,22,none,own,1,skilled,1,none,yes,100.44444444444444,18-25,13-24,0,82.18181818181819
1,0<=X<200,48,no credits/all paid,business,12204.0,no known savings,1<=X<4,2,male single,none,2,car,48,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,254.25,46-60,37-60,0,254.25
1,0<=X<200,60,delayed previously,radio/tv,9157.0,no known savings,1<=X<4,2,male single,none,2,no known property,27,none,for free,1,high qualif/self emp/mgmt,1,none,yes,152.61666666666667,26-35,37-60,0,339.14814814814815
1,<0,6,critical/other existing credit,new car,3676.0,<100,1<=X<4,1,male single,none,3,real estate,37,none,rent,3,skilled,2,none,yes,612.6666666666666,36-45,<=12,1,99.35135135135135
2,0<=X<200,30,existing paid,furniture/equipment,3441.0,100<=X<500,1<=X<4,2,female div/dep/mar,co applicant,4,car,21,none,rent,1,skilled,1,none,yes,114.7,18-25,25-36,1,163.85714285714286
1,no checking,12,existing paid,new car,640.0,<100,1<=X<4,4,male div/sep,none,2,real estate,49,none,own,1,unskilled resident,1,none,yes,53.333333333333336,46-60,<=12,0,13.061224489795919
1,0<=X<200,21,critical/other existing credit,business,3652.0,<100,4<=X<7,2,male single,none,3,life insurance,27,none,own,2,skilled,1,none,yes,173.9047619047619,26-35,13-24,0,135.25925925925927
2,no checking,18,critical/other existing credit,new car,1530.0,<100,1<=X<4,3,male single,none,2,life insurance,32,bank,own,2,skilled,1,none,yes,85.0,26-35,13-24,0,47.8125
2,no checking,48,existing paid,business,3914.0,no known savings,1<=X<4,4,male div/sep,none,2,real estate,38,bank,own,1,skilled,1,none,yes,81.54166666666667,36-45,37-60,0,103.0
1,<0,12,existing paid,furniture/equipment,1858.0,<100,<1,4,female div/dep/mar,none,1,car,22,none,rent,1,skilled,1,none,yes,154.83333333333334,18-25,<=12,1,84.45454545454545
2,<0,18,existing paid,radio/tv,2600.0,<100,1<=X<4,4,male single,none,4,no known property,65,none,for free,2,skilled,1,none,yes,144.44444444444446,60+,13-24,0,40.0
1,no checking,15,existing paid,radio/tv,1979.0,no known savings,>=7,4,male single,none,2,car,35,none,own,1,skilled,1,none,yes,131.93333333333334,26-35,13-24,0,56.542857142857144
1,>=200,6,existing paid,furniture/equipment,2116.0,<100,1<=X<4,2,male single,none,2,real estate,41,none,own,1,skilled,1,yes,yes,352.6666666666667,36-45,<=12,0,51.609756097560975
2,0<=X<200,9,all paid,new car,1437.0,100<=X<500,4<=X<7,2,male single,none,3,no known property,29,none,own,1,skilled,1,none,yes,159.66666666666666,26-35,<=12,0,49.55172413793103
1,no checking,42,critical/other existing credit,furniture/equipment,4042.0,500<=X<1000,1<=X<4,4,male single,none,4,real estate,36,none,own,2,skilled,1,yes,yes,96.23809523809524,36-45,37-60,0,112.27777777777777
1,no checking,9,existing paid,education,3832.0,no known savings,>=7,1,male single,none,4,real estate,64,none,own,1,unskilled resident,1,none,yes,425.77777777777777,60+,<=12,0,59.875
1,<0,24,existing paid,radio/tv,3660.0,<100,1<=X<4,2,female div/dep/mar,none,4,car,28,none,own,1,skilled,1,none,yes,152.5,26-35,13-24,0,130.71428571428572
2,<0,18,all paid,furniture/equipment,1553.0,<100,1<=X<4,4,male single,none,3,car,44,bank,own,1,skilled,1,none,yes,86.27777777777777,36-45,13-24,0,35.29545454545455
1,0<=X<200,15,existing paid,radio/tv,1444.0,no known savings,<1,4,male single,none,1,life insurance,23,none,own,1,skilled,1,none,yes,96.26666666666667,18-25,13-24,0,62.78260869565217
2,no checking,9,existing paid,furniture/equipment,1980.0,<100,<1,2,female div/dep/mar,co applicant,2,car,19,none,rent,2,skilled,1,none,yes,220.0,18-25,<=12,1,104.21052631578948
2,0<=X<200,24,existing paid,new car,1355.0,<100,<1,3,female div/dep/mar,none,4,car,25,none,own,1,unskilled resident,1,yes,yes,56.458333333333336,18-25,13-24,0,54.2
1,no checking,12,existing paid,education,1393.0,<100,>=7,4,male single,none,4,life insurance,47,bank,own,3,skilled,2,yes,yes,116.08333333333333,46-60,<=12,0,29.638297872340427
1,no checking,24,existing paid,radio/tv,1376.0,500<=X<1000,4<=X<7,4,female div/dep/mar,none,1,car,28,none,own,1,skilled,1,none,yes,57.333333333333336,26-35,13-24,0,49.142857142857146
1,no checking,60,delayed previously,radio/tv,15653.0,<100,4<=X<7,2,male single,none,4,car,21,none,own,2,skilled,1,yes,yes,260.8833333333333,18-25,37-60,0,745.3809523809524
1,no checking,12,existing paid,radio/tv,1493.0,<100,<1,4,female div/dep/mar,none,3,car,34,none,own,1,skilled,2,none,yes,124.41666666666667,26-35,<=12,0,43.911764705882355
2,<0,42,delayed previously,radio/tv,4370.0,<100,4<=X<7,3,male single,none,2,life insurance,26,bank,own,2,skilled,2,yes,yes,104.04761904761905,26-35,37-60,0,168.07692307692307
2,<0,18,existing paid,education,750.0,<100,unemployed,4,female div/dep/mar,none,1,real estate,27,none,own,1,unemp/unskilled non res,1,none,yes,41.666666666666664,26-35,13-24,0,27.77777777777778
1,0<=X<200,15,existing paid,repairs,1308.0,<100,>=7,4,male single,none,4,car,38,none,own,2,unskilled resident,1,none,yes,87.2,36-45,13-24,0,34.421052631578945
